age,workclass,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,us-native,income
33,State-gov,9,Divorced,Adm-clerical,White,Male,0,0,40,1,0
46,State-gov,10,Divorced,Prof-specialty,White,Female,1506,0,50,1,0
47,Self-emp-inc,13,Never-married,Sales,White,Male,3325,0,60,1,0
33,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,1,1
28,Private,9,Divorced,Handlers-cleaners,White,Male,0,0,40,1,0
46,Private,9,Divorced,Priv-house-serv,White,Female,0,0,28,0,0
25,Private,10,Married-civ-spouse,Sales,Black,Male,0,0,45,1,0
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,3137,0,40,1,0
31,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,White,Male,0,0,60,1,0
49,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
22,State-gov,10,Married-spouse-absent,Tech-support,White,Male,0,0,20,1,0
52,Private,11,Married-civ-spouse,Other-service,White,Female,0,0,20,1,1
29,Private,12,Married-civ-spouse,Exec-managerial,White,Female,0,0,50,1,0
18,Private,7,Never-married,Other-service,White,Female,0,0,20,1,0
31,Local-gov,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,1,0
23,Private,10,Never-married,Other-service,Asian-Pac-Islander,Female,0,0,35,0,0
54,Self-emp-not-inc,6,Married-civ-spouse,Sales,White,Male,0,0,65,1,0
50,Local-gov,9,Divorced,Other-service,White,Female,0,0,49,0,0
24,Private,13,Never-married,Farming-fishing,White,Female,0,0,40,1,0
49,Self-emp-inc,9,Separated,Other-service,White,Male,0,0,45,1,0
54,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
41,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,1902,60,1,1
49,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
36,Local-gov,13,Never-married,Prof-specialty,White,Female,0,0,35,1,0
23,Private,9,Never-married,Transport-moving,Black,Male,0,0,40,0,0
63,Private,10,Widowed,Other-service,White,Female,0,0,40,1,0
67,Private,9,Married-civ-spouse,Sales,White,Male,0,0,40,0,1
23,Private,9,Never-married,Craft-repair,White,Male,0,0,40,1,0
22,Private,13,Never-married,Prof-specialty,White,Male,0,0,40,1,0
66,Private,11,Married-civ-spouse,Adm-clerical,White,Male,0,0,30,1,0
25,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,0
30,Private,10,Divorced,Machine-op-inspct,White,Female,0,0,20,1,0
35,Private,9,Married-civ-spouse,Transport-moving,White,Male,2885,0,40,1,0
67,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,0
30,Private,8,Never-married,Craft-repair,Black,Male,0,0,40,1,0
26,Private,10,Never-married,Machine-op-inspct,Black,Female,0,0,38,1,0
34,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
21,Private,10,Never-married,Sales,White,Male,0,0,40,1,0
18,Private,8,Never-married,Craft-repair,White,Male,0,0,10,1,0
21,Private,9,Never-married,Craft-repair,White,Male,0,0,40,1,0
76,Self-emp-inc,5,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,0
26,Private,9,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,56,1,0
18,Private,8,Never-married,Other-service,White,Female,0,0,25,1,0
34,Private,11,Married-civ-spouse,Machine-op-inspct,White,Male,0,1672,50,1,0
59,Private,9,Divorced,Exec-managerial,White,Female,0,0,40,1,0
55,Private,13,Separated,Exec-managerial,White,Male,14084,0,45,1,1
33,Self-emp-not-inc,10,Never-married,Farming-fishing,White,Male,0,0,72,1,0
25,Private,9,Never-married,Other-service,White,Female,0,0,10,1,0
48,Private,9,Widowed,Machine-op-inspct,White,Female,0,0,10,1,0
64,Private,13,Divorced,Sales,White,Female,0,0,5,1,0
47,Local-gov,14,Never-married,Prof-specialty,White,Female,0,0,45,1,1
26,Private,10,Never-married,Tech-support,White,Female,0,0,40,1,0
36,Private,12,Married-civ-spouse,Prof-specialty,White,Male,0,0,48,1,1
21,Private,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,1,0
30,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,44,1,0
41,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,0,0,40,1,0
34,Private,10,Never-married,Sales,Black,Male,0,0,30,1,0
24,Private,6,Never-married,Sales,White,Male,0,0,49,0,0
26,Private,13,Never-married,Prof-specialty,White,Female,0,0,20,1,0
25,Private,9,Never-married,Adm-clerical,White,Female,0,0,48,1,0
35,Private,10,Divorced,Sales,White,Female,0,0,36,1,0
41,Private,10,Divorced,Craft-repair,White,Male,0,0,40,1,1
33,Private,7,Never-married,Craft-repair,White,Male,0,0,40,1,0
18,Private,10,Never-married,Other-service,White,Female,0,0,25,1,0
27,Self-emp-inc,9,Separated,Adm-clerical,White,Male,0,0,38,1,0
32,Private,9,Divorced,Other-service,White,Female,0,0,35,1,0
51,Local-gov,9,Never-married,Other-service,Black,Male,0,0,40,1,0
38,Private,11,Divorced,Adm-clerical,Black,Female,0,0,40,1,0
41,Local-gov,10,Married-civ-spouse,Transport-moving,White,Female,0,0,25,1,0
26,Private,10,Married-civ-spouse,Craft-repair,White,Male,2829,0,40,1,0
38,Self-emp-not-inc,11,Divorced,Exec-managerial,White,Male,0,0,35,1,0
54,Private,5,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,1,1
30,Private,13,Never-married,Prof-specialty,White,Female,0,0,60,0,0
31,Private,10,Widowed,Exec-managerial,White,Female,0,0,30,1,0
26,State-gov,13,Never-married,Prof-specialty,White,Male,0,0,40,1,0
75,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,White,Male,4931,0,3,1,0
29,Private,14,Never-married,Transport-moving,Black,Male,0,0,40,1,0
61,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,1,1
24,Private,10,Separated,Sales,White,Female,0,0,45,1,0
34,Private,12,Never-married,Prof-specialty,White,Male,0,0,40,1,0
42,Private,10,Divorced,Craft-repair,White,Male,0,0,40,1,0
24,Private,7,Never-married,Craft-repair,White,Male,0,0,40,1,0
27,Federal-gov,9,Never-married,Craft-repair,Black,Male,0,1980,40,1,0
39,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,0,0,50,1,1
20,Private,9,Never-married,Handlers-cleaners,White,Male,0,0,40,1,0
51,Private,7,Never-married,Other-service,Black,Female,0,0,40,1,0
68,Private,13,Married-civ-spouse,Sales,White,Male,0,0,30,1,0
28,Federal-gov,9,Never-married,Machine-op-inspct,White,Male,0,0,48,1,0
43,Private,9,Divorced,Tech-support,White,Female,0,0,40,1,0
35,Private,10,Married-spouse-absent,Craft-repair,White,Male,0,0,40,1,0
44,Private,9,Divorced,Adm-clerical,Black,Female,0,0,40,1,0
41,Private,13,Never-married,Handlers-cleaners,White,Male,0,0,40,1,0
44,Private,9,Married-civ-spouse,Tech-support,White,Male,0,0,45,1,1
20,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,0
46,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,75,1,1
27,Self-emp-not-inc,12,Married-civ-spouse,Transport-moving,White,Male,7688,0,70,1,1
32,Private,10,Never-married,Other-service,White,Male,0,0,50,1,0
46,Private,10,Divorced,Sales,White,Male,0,0,50,1,0
26,Private,9,Never-married,Other-service,White,Male,0,0,24,1,0
20,Private,10,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0,0
36,Private,9,Married-civ-spouse,Farming-fishing,White,Female,0,0,40,1,0
49,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
32,Private,9,Married-civ-spouse,Exec-managerial,White,Male,3103,0,55,1,1
32,Private,13,Married-civ-spouse,Prof-specialty,White,Male,15024,0,50,1,1
49,Private,13,Married-civ-spouse,Craft-repair,White,Male,0,1902,40,1,1
36,Private,9,Never-married,Transport-moving,White,Male,0,0,45,1,0
22,Private,10,Never-married,Other-service,White,Male,0,0,25,1,0
52,Federal-gov,9,Divorced,Adm-clerical,White,Female,0,0,40,1,0
42,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,1,1
72,Private,9,Widowed,Other-service,White,Female,0,0,16,1,0
30,Local-gov,13,Separated,Prof-specialty,White,Female,0,0,40,1,0
44,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,1,0
23,Private,13,Never-married,Sales,White,Female,0,0,45,1,0
22,Private,10,Never-married,Sales,White,Male,0,0,20,1,0
59,Private,13,Separated,Adm-clerical,White,Male,0,0,60,1,0
46,Private,9,Divorced,Prof-specialty,White,Female,0,0,40,1,0
30,Private,11,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,0,0
64,Federal-gov,4,Widowed,Other-service,White,Female,0,0,30,0,0
31,Private,10,Married-civ-spouse,Sales,Black,Female,0,0,40,1,0
64,Private,9,Married-civ-spouse,Other-service,White,Male,0,0,20,1,0
45,Private,9,Never-married,Machine-op-inspct,White,Female,0,0,40,1,0
59,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,1887,40,1,1
32,Private,9,Never-married,Adm-clerical,Black,Female,0,0,40,0,0
43,Private,13,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,40,1,0
23,Private,10,Never-married,Sales,White,Male,0,0,45,1,0
49,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
32,Private,8,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,0,0
49,Private,11,Never-married,Exec-managerial,White,Female,0,0,40,1,0
33,Private,10,Divorced,Prof-specialty,White,Male,0,0,40,1,0
28,Private,15,Never-married,Prof-specialty,White,Female,0,0,85,1,0
47,Private,9,Married-civ-spouse,Sales,Black,Male,0,0,40,1,0
41,Private,9,Never-married,Other-service,White,Male,0,0,40,1,0
34,Local-gov,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
25,Private,9,Never-married,Other-service,White,Female,0,0,35,1,0
21,Private,10,Never-married,Sales,White,Female,0,0,15,1,0
46,Private,5,Married-civ-spouse,Other-service,White,Male,0,0,40,1,0
37,Private,2,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,40,0,0
41,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,56,1,1
44,Private,9,Never-married,Adm-clerical,White,Male,0,1504,50,1,0
30,Private,9,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,1
54,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
35,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,99,1,0
21,Private,10,Never-married,Tech-support,White,Female,0,0,25,0,0
35,Self-emp-not-inc,14,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
35,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,80,1,1
19,Private,10,Never-married,Craft-repair,White,Male,0,0,20,1,0
48,Private,9,Divorced,Exec-managerial,White,Female,0,0,40,1,0
65,Self-emp-not-inc,10,Widowed,Craft-repair,White,Female,0,0,35,1,0
40,Private,13,Separated,Adm-clerical,Black,Male,0,0,35,1,0
26,Private,9,Never-married,Adm-clerical,White,Female,0,0,40,1,0
45,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,0
26,Private,10,Never-married,Craft-repair,White,Male,0,0,40,1,0
32,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
35,Private,13,Divorced,Exec-managerial,White,Male,27828,0,50,1,1
22,Self-emp-not-inc,10,Never-married,Craft-repair,White,Male,0,0,48,1,0
37,Private,11,Separated,Prof-specialty,White,Female,0,0,38,1,0
25,Private,13,Never-married,Craft-repair,White,Male,0,0,40,0,0
46,Private,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,48,1,1
30,Private,9,Never-married,Handlers-cleaners,White,Male,0,0,27,1,0
63,Private,12,Divorced,Exec-managerial,White,Male,0,0,40,1,1
51,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,1,1
68,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,White,Male,0,0,16,1,0
36,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,0,0
28,Self-emp-inc,10,Never-married,Exec-managerial,White,Male,0,0,50,1,0
41,Local-gov,10,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
47,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,0
22,Private,10,Never-married,Other-service,Black,Female,0,0,30,1,0
34,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,15024,0,40,1,1
46,Federal-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
28,Private,10,Married-spouse-absent,Adm-clerical,White,Female,0,0,40,1,0
36,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,52,1,1
18,Private,10,Never-married,Sales,White,Female,0,0,20,1,0
33,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,7688,0,50,1,1
51,Private,9,Married-civ-spouse,Transport-moving,White,Male,7298,0,60,1,1
56,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,1,0
54,Private,9,Never-married,Adm-clerical,White,Female,0,0,40,1,0
29,Private,9,Never-married,Exec-managerial,Black,Female,0,0,40,1,0
40,Private,10,Divorced,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,84,1,0
53,Private,14,Married-civ-spouse,Exec-managerial,White,Male,15024,0,65,1,1
22,Private,9,Never-married,Handlers-cleaners,White,Male,0,0,35,1,0
33,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,1
28,Private,9,Divorced,Transport-moving,White,Male,0,0,50,1,0
63,Private,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,12,1,0
53,Federal-gov,16,Married-civ-spouse,Prof-specialty,White,Male,15024,0,60,0,1
37,Private,6,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,0
50,Federal-gov,10,Divorced,Exec-managerial,White,Male,0,0,40,1,0
22,Private,9,Never-married,Craft-repair,White,Male,0,0,40,1,0
40,Federal-gov,12,Never-married,Adm-clerical,White,Female,0,0,40,1,0
22,Private,13,Never-married,Prof-specialty,White,Female,8614,0,40,1,1
21,Private,10,Never-married,Prof-specialty,White,Male,0,0,40,1,0
25,Private,12,Married-civ-spouse,Handlers-cleaners,Black,Male,0,0,40,0,0
20,Private,10,Never-married,Craft-repair,White,Female,0,0,40,1,0
43,Federal-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,0
29,Private,11,Never-married,Exec-managerial,White,Female,0,0,50,1,0
32,Private,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
42,Private,14,Married-civ-spouse,Sales,White,Male,0,0,50,1,1
33,Private,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,0,0
27,Private,10,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,1,1
29,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,38,1,0
29,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,0
20,Private,10,Never-married,Exec-managerial,White,Female,0,0,20,1,0
35,Private,6,Never-married,Adm-clerical,White,Male,0,0,40,1,0
31,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,0,1902,50,0,1
33,Private,9,Never-married,Craft-repair,White,Male,0,0,50,1,0
67,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,1539,40,1,0
46,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,10,1,0
45,Private,5,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,40,1,1
17,Local-gov,7,Never-married,Sales,White,Male,0,0,20,1,0
35,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,1848,70,1,1
48,Self-emp-not-inc,13,Married-spouse-absent,Exec-managerial,Black,Male,0,0,40,0,1
49,Private,9,Divorced,Machine-op-inspct,Black,Female,0,0,40,1,0
20,Private,10,Never-married,Sales,White,Female,0,0,40,1,0
27,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,5013,0,46,0,0
64,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,20,1,0
53,Federal-gov,10,Separated,Craft-repair,Black,Male,0,0,40,1,0
52,Private,9,Divorced,Adm-clerical,White,Female,0,0,40,1,0
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,55,1,0
48,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Female,0,0,20,1,1
30,Private,10,Never-married,Craft-repair,White,Male,0,0,40,0,0
34,Private,9,Married-civ-spouse,Other-service,White,Male,0,0,20,1,0
39,Private,9,Never-married,Prof-specialty,White,Male,0,0,50,1,0
28,Private,7,Never-married,Handlers-cleaners,White,Male,0,0,40,1,0
54,Private,13,Never-married,Prof-specialty,White,Female,0,0,50,1,0
24,Private,10,Never-married,Sales,White,Male,0,1762,40,1,0
25,Private,9,Never-married,Exec-managerial,White,Female,0,0,40,1,0
25,Private,7,Divorced,Other-service,White,Female,0,0,12,1,0
48,Local-gov,10,Married-civ-spouse,Exec-managerial,White,Female,5178,0,40,1,1
24,Private,13,Never-married,Sales,White,Female,0,0,40,1,0
31,Private,10,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,0,0,50,0,0
47,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
19,Private,10,Never-married,Adm-clerical,White,Female,0,0,25,1,0
52,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,15024,0,50,1,1
52,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
60,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,28,1,0
43,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
24,Private,12,Divorced,Other-service,White,Female,0,0,30,1,0
51,Private,9,Never-married,Adm-clerical,White,Female,0,0,40,1,0
38,Self-emp-not-inc,5,Divorced,Craft-repair,White,Male,0,0,40,1,0
21,Private,10,Never-married,Adm-clerical,White,Female,0,0,10,1,0
40,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,50,1,1
54,Private,10,Widowed,Exec-managerial,White,Female,0,0,40,1,0
35,Private,13,Never-married,Other-service,White,Male,0,0,50,1,0
52,Private,7,Separated,Machine-op-inspct,Black,Male,0,0,40,1,0
35,Private,9,Divorced,Craft-repair,Black,Male,0,0,40,1,0
43,Self-emp-not-inc,10,Divorced,Sales,White,Female,0,880,42,1,0
29,Private,13,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,0
29,Private,9,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0,0,65,1,0
27,Private,9,Never-married,Other-service,White,Female,0,0,40,1,0
58,Private,13,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,0,0
64,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,18,1,0
53,Private,9,Married-civ-spouse,Adm-clerical,Black,Female,0,0,32,1,0
21,Private,9,Never-married,Adm-clerical,White,Female,0,0,30,1,0
40,Self-emp-not-inc,12,Divorced,Exec-managerial,White,Male,0,0,30,1,0
52,State-gov,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,0,1
38,Private,11,Never-married,Tech-support,White,Male,0,0,50,1,0
39,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,0
68,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,1,1
24,Private,9,Never-married,Sales,White,Male,0,0,38,1,0
40,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
43,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Black,Male,0,0,99,1,1
38,Private,13,Never-married,Exec-managerial,White,Female,0,0,70,1,0
45,Private,9,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
18,Private,7,Never-married,Machine-op-inspct,White,Male,0,0,55,1,0
57,Local-gov,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,1,1
49,Private,9,Separated,Other-service,Black,Female,0,0,35,1,0
25,Private,10,Never-married,Exec-managerial,White,Female,0,0,40,0,0
52,Federal-gov,10,Divorced,Adm-clerical,White,Male,0,0,40,1,0
56,Private,6,Divorced,Craft-repair,White,Male,0,0,56,1,0
26,Self-emp-inc,10,Never-married,Sales,White,Male,0,0,48,1,0
19,Private,9,Never-married,Craft-repair,White,Female,0,0,40,1,0
25,Self-emp-inc,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,1,0
25,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,30,1,0
21,Private,9,Never-married,Sales,White,Male,0,0,45,1,0
48,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,0
33,State-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,0,0
31,State-gov,9,Divorced,Protective-serv,Other,Male,0,0,40,1,0
26,Self-emp-not-inc,9,Divorced,Farming-fishing,White,Male,0,0,65,1,0
37,State-gov,13,Never-married,Prof-specialty,White,Male,0,0,38,1,0
20,Private,10,Never-married,Other-service,White,Male,0,0,20,1,0
49,Private,9,Widowed,Adm-clerical,White,Female,0,0,20,1,0
49,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,1977,40,1,1
51,Private,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,1,1
40,Private,10,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
24,Private,11,Never-married,Machine-op-inspct,White,Female,0,0,40,1,0
18,Private,8,Never-married,Sales,White,Male,0,0,24,1,0
41,Private,6,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,1,1
46,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,1485,40,1,1
46,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,0
64,Private,6,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,1
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
53,State-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,36,1,1
21,Private,9,Never-married,Craft-repair,White,Male,0,0,40,1,0
22,State-gov,10,Married-civ-spouse,Other-service,White,Male,0,0,25,1,0
37,Private,13,Divorced,Exec-managerial,White,Female,7430,0,45,1,1
39,Federal-gov,15,Never-married,Prof-specialty,White,Male,0,0,55,1,1
30,Private,13,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,0,0,40,0,0
25,Private,13,Never-married,Prof-specialty,White,Male,0,1741,40,1,0
26,Private,10,Never-married,Exec-managerial,Black,Female,0,0,40,1,0
43,Private,13,Never-married,Sales,White,Male,0,0,50,1,0
59,Private,9,Widowed,Adm-clerical,White,Female,0,0,60,1,0
27,Private,9,Married-spouse-absent,Adm-clerical,White,Female,0,0,40,0,0
55,Private,6,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,1,1
20,Private,10,Never-married,Other-service,White,Male,0,0,12,0,0
25,Private,11,Never-married,Prof-specialty,White,Female,0,0,36,0,0
28,Private,12,Separated,Other-service,White,Male,0,0,40,1,0
29,Private,13,Never-married,Sales,White,Male,0,0,50,1,0
60,Private,7,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
37,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,15024,0,50,1,1
25,Private,7,Divorced,Sales,White,Female,0,0,40,1,0
27,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,60,1,0
50,State-gov,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
41,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,White,Male,5013,0,70,1,0
46,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,0,47,1,0
35,Private,11,Divorced,Other-service,Black,Female,0,0,40,1,0
40,Private,9,Never-married,Handlers-cleaners,Black,Male,0,0,40,1,0
49,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
29,Private,13,Never-married,Prof-specialty,White,Female,0,0,50,1,0
43,Local-gov,13,Divorced,Prof-specialty,White,Female,0,625,40,1,0
39,Private,12,Never-married,Transport-moving,Black,Male,0,0,60,1,0
35,Private,9,Never-married,Handlers-cleaners,White,Male,0,0,60,1,0
52,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
25,Private,10,Never-married,Handlers-cleaners,Black,Male,0,0,40,0,0
20,Self-emp-inc,9,Never-married,Machine-op-inspct,White,Female,0,0,30,1,0
24,Private,13,Never-married,Exec-managerial,White,Male,0,0,40,1,0
29,Private,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,30,0,0
21,Private,10,Never-married,Other-service,White,Male,0,0,40,1,0
37,Federal-gov,13,Divorced,Exec-managerial,White,Female,0,0,50,1,0
43,Federal-gov,9,Never-married,Adm-clerical,White,Male,0,0,40,1,0
19,Private,9,Never-married,Adm-clerical,White,Female,0,0,26,1,0
47,Private,9,Married-civ-spouse,Sales,White,Male,0,0,45,1,0
61,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,45,1,1
35,Private,9,Married-civ-spouse,Other-service,White,Male,0,0,60,1,0
60,Private,6,Married-civ-spouse,Handlers-cleaners,Black,Male,0,0,40,1,0
27,Private,10,Never-married,Adm-clerical,White,Female,0,0,40,1,0
57,Local-gov,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,35,0,0
56,Private,2,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
27,Private,9,Never-married,Exec-managerial,White,Female,0,0,40,1,0
47,Private,4,Married-civ-spouse,Machine-op-inspct,Black,Female,0,0,35,1,0
19,Private,9,Never-married,Other-service,White,Male,0,0,30,1,0
28,Self-emp-not-inc,8,Divorced,Other-service,White,Female,0,0,30,1,0
43,Private,6,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
63,Local-gov,10,Divorced,Exec-managerial,White,Female,0,0,35,1,0
25,Private,9,Divorced,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,40,0,0
35,Self-emp-not-inc,9,Never-married,Machine-op-inspct,White,Male,8614,0,40,1,1
20,Private,9,Never-married,Handlers-cleaners,White,Female,0,0,40,1,0
48,Private,6,Married-civ-spouse,Sales,White,Male,0,0,70,1,0
30,Local-gov,13,Never-married,Prof-specialty,Black,Female,0,0,40,0,0
31,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
20,Private,9,Never-married,Sales,Asian-Pac-Islander,Female,0,0,24,0,0
57,State-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
41,Private,11,Married-civ-spouse,Adm-clerical,White,Female,7688,0,44,1,1
33,Private,9,Divorced,Adm-clerical,White,Female,0,0,40,1,0
27,Private,11,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,1,0
34,Private,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,60,1,1
22,Private,6,Never-married,Craft-repair,White,Male,0,0,30,1,0
50,Private,12,Married-civ-spouse,Exec-managerial,Black,Female,0,0,40,1,1
40,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,1,1
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,51,1,0
53,Private,14,Married-civ-spouse,Exec-managerial,White,Male,15024,0,55,1,1
38,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,White,Male,7688,0,40,1,1
25,State-gov,9,Never-married,Prof-specialty,White,Male,0,0,40,1,0
51,Private,9,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,1,0
18,Private,10,Never-married,Other-service,White,Male,0,0,16,1,0
41,Private,7,Married-civ-spouse,Handlers-cleaners,White,Male,7688,0,40,1,1
