age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,us-native,income
27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,0
55,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,1,0
63,Federal-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,1,1
39,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,5013,0,40,1,0
51,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,52,1,1
67,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
27,Private,9,Widowed,Craft-repair,Unmarried,White,Female,0,1594,26,1,0
54,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,1
59,Private,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,1,1
18,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,1,0
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,1,0
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,1,0
17,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,7,1,0
42,Private,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,15024,0,40,1,1
37,Private,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,30,1,0
51,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
48,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,2463,0,40,1,0
23,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,1,0
27,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1,0
25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,1,0
69,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,2964,0,6,0,0
30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,1,0
33,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,0,0
28,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,1,0
45,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0,0
25,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,1,0
37,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1,1
59,Private,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0,0
26,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,30,1,0
48,Private,10,Separated,Other-service,Not-in-family,White,Female,0,0,25,0,0
64,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
39,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,1,0
24,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,1,0
40,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,1,0
46,Private,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,1,1
35,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,1,1
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1,1
31,Private,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,1,0
22,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,1,0
35,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,1,0
35,Private,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,50,1,0
35,State-gov,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,1,0
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,1
50,Private,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,1,0
48,Self-emp-not-inc,15,Divorced,Prof-specialty,Unmarried,White,Male,14084,0,63,1,1
46,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
36,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,38,1,0
37,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,1,1
24,Private,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,0,0
47,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,70,1,0
35,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,1,0
43,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,0,0
18,State-gov,7,Never-married,Other-service,Own-child,White,Male,0,0,20,1,0
54,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,1,0
62,Private,9,Never-married,Other-service,Other-relative,Black,Female,0,0,38,1,0
36,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,1,1
27,Private,5,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,1,0
23,Private,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,14,0,0
33,Self-emp-not-inc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1,1
28,Private,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0,0
22,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,1,0
31,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,1,1
26,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,1,0
44,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,1,1
73,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,1,0
44,Private,13,Divorced,Sales,Unmarried,White,Female,0,0,35,1,0
35,Private,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,1,0
27,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
47,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,1,1
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1,1
33,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,26,1,0
50,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,15,1,0
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,40,1,0
41,Self-emp-not-inc,14,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,0,0
45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1,1
65,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,810,36,1,0
42,State-gov,10,Separated,Tech-support,Unmarried,White,Female,0,0,40,1,0
33,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,25,1,1
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,1,1
42,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,1
49,Private,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,1,1
38,Private,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,45,1,0
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,0
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,1,0
24,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,1,0
27,Self-emp-not-inc,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,1,0
25,Private,5,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,0,0
29,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1,0
46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,1,0
44,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,1,0
26,Private,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,0,0
46,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,49,1,1
38,Private,10,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,1,0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
22,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,1,0
33,Private,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,1,0
50,Private,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,1,0
31,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,1,1
26,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,0,0
42,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,1,0
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
34,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1,1
64,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1,0
43,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
47,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1,1
56,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,1,0
25,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,1,0
60,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,1,0
52,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,1,0
43,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,594,0,16,1,0
46,Private,13,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,0,0
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,1,0
56,Private,4,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,20,1,0
22,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1,0
39,Private,3,Separated,Sales,Unmarried,Black,Female,0,0,30,0,0
28,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,1,0
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1,1
22,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,35,1,0
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
28,Self-emp-not-inc,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0,0
31,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,0,0
50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1,0
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,46,1,0
48,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0,1
51,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
54,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1,0
44,Private,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,1,0
20,Private,10,Never-married,Sales,Own-child,Black,Female,0,0,20,1,0
37,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,1,0
38,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,0
59,Federal-gov,12,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,1,0
59,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,0
51,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,1,1
29,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,0
37,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,1,0
42,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,1,0
28,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,1
34,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,1,0
50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0,1
22,Self-emp-inc,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,1,0
27,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,52,1,0
45,State-gov,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,1,0
39,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,1,0
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,1,0
24,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
18,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,1,0
23,Private,8,Never-married,Other-service,Unmarried,Black,Male,0,0,38,1,0
20,Private,3,Never-married,Other-service,Other-relative,White,Male,0,0,40,0,0
17,Self-emp-not-inc,6,Never-married,Other-service,Own-child,White,Female,0,0,24,1,0
63,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,1,1
28,Local-gov,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,1,1
51,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,1
29,Private,13,Never-married,Sales,Not-in-family,White,Female,3325,0,45,1,0
64,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,12,1,0
17,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,25,1,0
45,Local-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,1,0
18,Private,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,1,0
31,Local-gov,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,1,0
48,Self-emp-not-inc,13,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,1,1
41,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,1,0
65,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,60,1,1
27,Private,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,1,0
39,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,0
51,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,0,1
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,1
36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,1,1
25,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,1,0
41,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,1,0
31,Private,5,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
63,Private,7,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,37,1,1
50,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
63,Private,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,1,0
44,Self-emp-not-inc,14,Never-married,Farming-fishing,Own-child,White,Male,0,0,99,1,0
48,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,1,0
51,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1,0
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,1,0
23,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,25,1,0
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,1,0
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
56,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,1,1
31,Private,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,1,0
46,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
39,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
56,Local-gov,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,0,0
31,Private,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,1,0
42,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,1,1
53,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,1,1
18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,15,1,0
27,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,1,1
31,Private,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,1,0
52,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,1,0
46,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1,0
30,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,1,0
26,Private,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,1,0
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,1
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,1
29,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
49,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,1,1
24,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,1,0
74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,1,0
56,Self-emp-not-inc,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,1,1
39,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,1,0
21,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,1,0
29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,45,1,1
43,Self-emp-not-inc,9,Divorced,Other-service,Unmarried,White,Male,0,0,45,1,0
23,Private,13,Never-married,Protective-serv,Not-in-family,White,Female,2907,0,40,1,0
26,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,1,0
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1,0
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,1,0
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,1,1
30,Private,9,Never-married,Protective-serv,Own-child,White,Male,0,0,70,1,0
35,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,1,1
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,1
21,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,1,0
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1,0
48,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,1,0
46,Private,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,1,0
36,Private,3,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,1,0
54,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1,0
25,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1,0
26,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,1,0
36,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,1,0
56,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,1,0
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,1
23,Private,13,Never-married,Other-service,Own-child,White,Female,0,0,25,1,0
23,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
41,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,1,0
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
67,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,1,0
60,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,50,1,0
54,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,40,1,0
38,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0,1
47,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3103,0,40,0,1
49,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,1,1
19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,24,1,0
20,Private,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,1,0
66,Private,9,Widowed,Sales,Other-relative,White,Female,0,0,35,1,0
51,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,1,1
19,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,1,0
36,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,1,0
33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1,1
41,Private,13,Divorced,Sales,Not-in-family,White,Male,0,1980,56,1,0
90,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,50,0,1
36,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
30,Private,15,Divorced,Sales,Own-child,White,Male,0,0,55,1,0
35,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,0,0
46,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,1
38,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,1,0
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,0
40,Private,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,0,0
49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
19,Private,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,1,0
77,Private,10,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,20,1,0
46,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,1,1
41,Private,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,1,0
28,Private,2,Never-married,Farming-fishing,Unmarried,White,Male,0,0,77,0,0
21,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
24,Private,8,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,1,0
36,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,1,0
23,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,1,0
38,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40,1,0
29,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
38,Private,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,1,1
47,Federal-gov,13,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,1,1
39,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,1,0
32,Private,9,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,1,0
23,Private,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,1,0
44,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1,0
70,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,0,0
51,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,1,1
66,Private,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,1,0
57,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,0
36,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,1
48,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,1,1
51,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,1,1
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1,0
32,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,1,0
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,1,0
33,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,1,0
32,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1,1
35,Private,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,0,1
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,60,1,0
39,Private,9,Never-married,Sales,Unmarried,White,Female,0,0,60,1,0
24,Private,13,Never-married,Other-service,Own-child,Black,Female,0,0,75,1,0
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,1,0
49,State-gov,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,45,1,0
35,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
23,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,1617,25,1,0
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,0
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,1,0
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,0
20,Private,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,25,1,0
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
33,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,1,0
50,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
25,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,0,0
28,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1,0
60,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,1,1
38,Federal-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1,0
57,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,2258,40,1,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,1
39,Local-gov,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,1,0
69,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1424,0,6,1,0
51,State-gov,11,Divorced,Tech-support,Not-in-family,White,Male,0,2444,39,1,1
42,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,1,0
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
37,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1,0
37,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
